evidence_id,ecosystem_id,modality,provisional_score,evidence_type,repository,commit_sha_or_release,file_path_or_endpoint,mechanism,expected_behavior,evidence_status,structural_scope_note,notes
SUT06-EV-0011,SUT-06,Android Native,2,source-file,https://github.com/webdriverio/native-demo-app,470b89ec09afac8b28d32cb8ea953071fb7e138a,src/components/LoginForm.tsx,"Login/Sign-up validation is deterministic and local: email must match a fixed regex, password length must be >= 8, and (sign-up only) the confirmation field must equal the password.","Invalid input produces a field-level shake animation and a rule-specific `errorMessage` (testIDs `input-email`, `input-password`, `input-repeat-password`); valid input produces a fixed 1500ms simulated delay then a deterministic `Alert` ('You are logged in!' or 'You successfully signed up!').",SOURCE_VERIFIED,,"No backend call is involved (see SUT06-EV-0004); the 1500ms delay is time-dependent for UI timing only, the pass/fail outcome itself is deterministic. Cited under Determinism, section 4."
SUT06-EV-0012,SUT-06,Android Native,2,source-file,https://github.com/webdriverio/native-demo-app,470b89ec09afac8b28d32cb8ea953071fb7e138a,"src/screens/WebView.tsx; README.md","The WebView tab loads a fixed external URL (`https://webdriver.io/`) with `webviewDebuggingEnabled` and `originWhitelist: ['*']`; README.md documents this screen as built specifically 'to test for example switching context and interacting with the WebView' (opened once).","A stable, documented context-switch scenario: the native WebView container is reachable by a mobile driver and its content (the webdriver.io site) is reachable by a web-context driver after switching context.",SOURCE_VERIFIED,,"The scenario's own content (the external site) is an external dependency outside the SUT's control (cited under Determinism, external dependency); the presence of the scenario itself is what this record supports."
SUT06-EV-0013,SUT-06,iOS Native,2,documentation,https://github.com/webdriverio/native-demo-app,470b89ec09afac8b28d32cb8ea953071fb7e138a,README.md,"Same README.md screen inventory as SUT06-EV-0005; README.md additionally notes the iOS build 'can ONLY be installed on iOS simulators' (no physical-device build).","A stable, documented, navigable screen set usable as repeatable test scenarios on the iOS Simulator.",DOCUMENTED,,"Evidence collection order step 1 for iOS Native. The simulator-only limitation is recorded in limitations.md, not treated as a score deduction (protocol/study-design-v1.md section 10: environment is provenance, not utility)."
SUT06-EV-0014,SUT-06,iOS Native,2,source-file,https://github.com/webdriverio/native-demo-app,470b89ec09afac8b28d32cb8ea953071fb7e138a,src/config/TestProperties.ts,"Same mechanism as SUT06-EV-0006; on iOS `testProperties()` sets `testID` directly (the native XCUITest accessibility identifier).","Every interactive element carries a stable `testID` discoverable by an XCUITest/Appium-XCUITest-based driver.",SOURCE_VERIFIED,,Automation-affordance evidence for iOS.
SUT06-EV-0015,SUT-06,iOS Native,3,source-file,https://github.com/webdriverio/native-demo-app,470b89ec09afac8b28d32cb8ea953071fb7e138a,src/screens/DataManagement.tsx,"Same cross-platform mechanism as SUT06-EV-0007 (this app is one shared React Native/Expo codebase for Android and iOS; DataManagement.tsx has no platform branch). The in-screen help text explicitly documents an iOS-specific persistence nuance: SecureStore uses `keychainAccessible: WHEN_UNLOCKED` on iOS, and 'iOS (Simulator) Keychain entries may survive uninstall/reinstall' unlike Android.","Same defined readout behavior as SUT06-EV-0007 (exact saved text after Save; fixed placeholder text after Clear), on the iOS Simulator build.",SOURCE_VERIFIED,,"Primary Score 3 evidence for iOS Native; confirmation_state = CONFIRMED (SOURCE_VERIFIED, no evidence ceiling on this open-source component). No EXECUTION_VERIFIED record was produced (see SUT06-EV-0007 notes). Same 'end-user path' reading considered and rejected for the same reasons as SUT06-EV-0007; flagged for adjudication (unresolved.md, SUT-06-U05)."
SUT06-EV-0016,SUT-06,iOS Native,2,source-file,https://github.com/webdriverio/native-demo-app,470b89ec09afac8b28d32cb8ea953071fb7e138a,src/components/PermissionSwitches.tsx,"Same mechanism as SUT06-EV-0008; not platform-branched. iOS usage-description strings for each permission are declared in Info.plist (NSCameraUsageDescription, NSMicrophoneUsageDescription, NSLocationWhenInUseUsageDescription, NSPhotoLibrary*UsageDescription).","Same grant-observable-via-switch behavior as SUT06-EV-0008, on iOS; revoke is likewise only reachable via `Linking.openSettings()`, not in-app.",SOURCE_VERIFIED,,Same Score-2-not-3 reasoning as SUT06-EV-0008.
SUT06-EV-0017,SUT-06,iOS Native,2,configuration,https://github.com/webdriverio/native-demo-app,470b89ec09afac8b28d32cb8ea953071fb7e138a,"ios/wdiodemoapp/Info.plist; app.json; app/(tabs)/","`CFBundleURLTypes` registers URL schemes `wdio` and `org.wdiodemoapp` (plus `exp+wdiodemoapp`); same app.json `scheme` and Expo Router file-based routes as SUT06-EV-0009.","A `wdio://<route>` URL opens the app directly on that screen on iOS, per Expo Router's documented deep-linking behavior.",SOURCE_VERIFIED,,"Same caveats as SUT06-EV-0009: routing behavior not executed; src/App.tsx's manual `linking` config is dead code, not part of the evaluated app's behavior (see unresolved.md SUT-06-U02)."
SUT06-EV-0018,SUT-06,iOS Native,2,source-file,https://github.com/webdriverio/native-demo-app,470b89ec09afac8b28d32cb8ea953071fb7e138a,"src/components/TabSideMenu.tsx; src/context/TabBarMenuContext.tsx","Same mechanism as SUT06-EV-0010; not platform-branched.","Same deterministic pin/unpin behavior as SUT06-EV-0010, on iOS.",SOURCE_VERIFIED,,Automation-affordance / in-app configuration-state evidence for iOS.
SUT06-EV-0019,SUT-06,iOS Native,2,source-file,https://github.com/webdriverio/native-demo-app,470b89ec09afac8b28d32cb8ea953071fb7e138a,src/components/LoginForm.tsx,"Same mechanism as SUT06-EV-0011; `handleBiometryLogin` additionally exercises `expo-local-authentication` against Face ID/Touch ID on iOS (`NSFaceIDUsageDescription` declared in Info.plist).","Same deterministic validation outcomes as SUT06-EV-0011; on iOS a biometric button appears when `LocalAuthentication.isEnrolledAsync()` is true and produces a deterministic success Alert on simulated biometric success.",SOURCE_VERIFIED,,"Cited under Determinism and Functional Complexity, section 4."
SUT06-EV-0020,SUT-06,iOS Native,2,source-file,https://github.com/webdriverio/native-demo-app,470b89ec09afac8b28d32cb8ea953071fb7e138a,"src/screens/WebView.tsx; README.md","Same scenario as SUT06-EV-0012; not platform-branched.","Same context-switch scenario as SUT06-EV-0012, reachable on the iOS Simulator build.",SOURCE_VERIFIED,,Same external-dependency caveat as SUT06-EV-0012.
SUT06-EV-0021,SUT-06,Performance,1,documentation,https://github.com/webdriverio/native-demo-app,470b89ec09afac8b28d32cb8ea953071fb7e138a,"README.md; docs/CONTRIBUTING.md; docs/VERSIONING.md","Searched official documentation for a documented performance-testing purpose, performance budget, or controlled-degradation scenario. None found; the app's documented purpose is UI/gesture/permission/biometric functional-testing practice, not performance.","A documented performance budget, controlled-degradation toggle, or performance-testing guidance.",DOCUMENTED,,"Evidence collection order step 1. A built mobile app is always technically reachable by a generic profiler (Android Studio Profiler, Xcode Instruments) or Appium-based timing measurement (protocol/capability-rubric-v1.md, Score 1 definition); that generic reachability alone does not raise this above Score 1."
SUT06-EV-0022,SUT-06,Performance,1,source-file,https://github.com/webdriverio/native-demo-app,470b89ec09afac8b28d32cb8ea953071fb7e138a,"src/; package.json","Searched package.json (dependencies/devDependencies) and src/ for a performance-instrumentation library, a performance-budget constant, or an in-app controlled-degradation toggle. None found.","Same as SUT06-EV-0021.",SOURCE_VERIFIED,,"Confirms SUT06-EV-0021; Score 1 is the ceiling supported."
SUT06-EV-0023,SUT-06,Accessibility — Web only,0,configuration,https://github.com/webdriverio/native-demo-app,470b89ec09afac8b28d32cb8ea953071fb7e138a,"README.md; package.json; app.json; .github/workflows/publish.apps.yml","This modality requires a Web surface (protocol/capability-rubric-v1.md, worked example: 'a mobile-only ecosystem with no Web surface scores 0 on Accessibility — Web only'). No Web surface exists for this ecosystem (see SUT06-EV-0001, SUT06-EV-0002).","A Web surface on which a web-accessibility mechanism (axe-core-testable DOM, ARIA usage, documented a11y support) could be evaluated.",SOURCE_VERIFIED,NO_WEB_SURFACE,"Derivative of the Web UI Functional absence (SUT06-EV-0001, SUT06-EV-0002); not an independent search. Native mobile accessibility identifiers (SUT06-EV-0006/0014) are Automation Affordances, not evidence for this Web-scoped modality."
SUT06-EV-0024,SUT-06,Visual Testing,2,source-file,https://github.com/webdriverio/native-demo-app,470b89ec09afac8b28d32cb8ea953071fb7e138a,"src/config/Colors.ts; src/screens/DataManagement.tsx; src/screens/Home.tsx; src/components/LoginForm.tsx; src/components/PermissionSwitches.tsx","Every screen/component read for this audit conditionally styles itself from `useColorScheme()` (`isDarkMode`) against a fixed `Colors` palette (Colors.ts: white/lighter/light/dark/darker/black/orange), applied consistently (background, text, borders) across at least five independent files.","Setting the OS/simulator/emulator appearance to Dark vs Light produces a deterministic, repeatable set of color changes across the app's screens, matching the fixed Colors.ts palette.",SOURCE_VERIFIED,,"The trigger for the condition (OS-level appearance setting) is external to the SUT — the SUT only responds to it; it exposes no in-app light/dark toggle or other in-app visual-condition control (see SUT06-EV-0025). Supports Score 2 (a meaningful, stable, deterministic visual condition), not Score 3, which would need an SUT-exposed control analogous to the rubric's own 'explicit market/locale selection' example."
SUT06-EV-0025,SUT-06,Visual Testing,,source-file,https://github.com/webdriverio/native-demo-app,470b89ec09afac8b28d32cb8ea953071fb7e138a,"src/; package.json","Searched src/ and package.json for a visual-regression baseline/fixture (snapshot images), an in-app visual-fault toggle, or any other app-exposed visual-condition control beyond the OS-driven dark/light response (SUT06-EV-0024). None found.","An in-app visual-condition control (for example a debug menu forcing a broken layout, or a shipped visual-regression baseline) with a defined expected screenshot/state.",SOURCE_VERIFIED,,"Caps this modality at Score 2 (protocol/capability-rubric-v1.md, Decision procedure step 3 answered 'no': no SUT-exposed establish+expected-outcome mechanism for a visual condition)."
SUT06-EV-0026,SUT-06,Security Testing,1,documentation,https://github.com/webdriverio/native-demo-app,470b89ec09afac8b28d32cb8ea953071fb7e138a,"README.md; docs/CONTRIBUTING.md; docs/VERSIONING.md","Searched official documentation for a documented intentional vulnerability, security-testing purpose, or security-specific scenario. None found; the documented purpose is functional UI/gesture/permission/biometric test-automation practice.","A documented intentional vulnerability or security-testing scenario with a defined expected outcome.",DOCUMENTED,,"Evidence collection order step 1; followed by SUT06-EV-0027."
SUT06-EV-0027,SUT-06,Security Testing,1,source-file,https://github.com/webdriverio/native-demo-app,470b89ec09afac8b28d32cb8ea953071fb7e138a,"src/screens/DataManagement.tsx; docs/CONTRIBUTING.md; android/app/wdio-native-app-upload-key.keystore","Searched src/ for an intentionally insecure pattern (hard-coded secret, disabled TLS validation, deliberately weak storage). SecureStore usage sets a platform-appropriate `keychainAccessible` option and stores no hard-coded secret; the one committed keystore file is explicitly documented in docs/CONTRIBUTING.md as a dummy signing key ('this project isn't publishing to the Play Store so all data is filled with dummy data') for local-release builds, not a documented intentional-vulnerability scenario.","Same as SUT06-EV-0026.",SOURCE_VERIFIED,,"Confirms SUT06-EV-0026. A built APK/IPA remains technically reachable by a generic static/dynamic security scanner (Score 1 tool-reachability), which is the ceiling this record supports."
SUT06-EV-0028,SUT-06,Localization / i18n,0,configuration,https://github.com/webdriverio/native-demo-app,470b89ec09afac8b28d32cb8ea953071fb7e138a,package.json,"Checked package.json dependencies and devDependencies for an i18n/localization library (for example i18next, expo-localization, react-intl). None present.","A localization library dependency or a documented locale-switching feature.",DOCUMENTED,,"Evidence collection order step 1; followed by SUT06-EV-0029."
SUT06-EV-0029,SUT-06,Localization / i18n,0,source-file,https://github.com/webdriverio/native-demo-app,470b89ec09afac8b28d32cb8ea953071fb7e138a,"src/; app/","Searched src/ and app/ case-insensitively for 'i18n', 'locale', 'localization', 'translat'. Only match: `translateX` (an Animated.Value property name in src/components/TabSideMenu.tsx, unrelated to text translation/localization). No locale-switch UI, translation resource files, or per-locale formatting were found.","An in-app locale/market selector, translated string resources, or per-locale formatting logic with a defined expected outcome (for example 'selecting Spanish changes visible label text').",SOURCE_VERIFIED,,"Confirms SUT06-EV-0028. Not marked structural (no NO_WEB_SURFACE/NO_API_SURFACE/NO_MOBILE_SURFACE token applies; the mobile surface exists, it simply implements no localization feature), consistent with protocol/capability-rubric-v1.md's closed structural_scope_note vocabulary."
