evidence_id,ecosystem_id,modality,provisional_score,evidence_type,repository,commit_sha_or_release,file_path_or_endpoint,mechanism,expected_behavior,evidence_status,structural_scope_note,notes
SUT01-EV-0011,SUT-01,Android Native,2,source-file,https://github.com/gsanchezm/OmniPizza,3cdbe6596a1ab5ef2058ba4259c44da96a0fa03a (release v1.1.8),frontend-mobile/src/screens/LoginScreen.tsx,"testID/accessibilityLabel attributes on every interactive element (screen-login, input-username, input-password, btn-login, view-market-selection, btn-market-<code>, btn-user-<id> quick-login pills for all 7 deterministic test users).",A mobile automation script (Detox/Appium) can select every login-screen element by a stable testID.,SOURCE_VERIFIED,,"Automation-affordance evidence. e2e/experiments/latency_resilience.e2e.js (same commit) uses by.id() against these exact testIDs (screen-login, input-username, input-password, btn-login, view-bottom-nav, nav-checkout, screen-checkout), corroborating the selectors are exercised by an actual test, not only declared."
SUT01-EV-0012,SUT-01,iOS Native,3,source-file,https://github.com/gsanchezm/OmniPizza,3cdbe6596a1ab5ef2058ba4259c44da96a0fa03a (release v1.1.8),frontend-mobile/app.json (ios.bundleIdentifier); frontend-mobile/src/navigation/linking.ts; frontend-mobile/src/hooks/useDeepLinkParams.ts,"Same deep-link scheme, route config, and param side effects as SUT01-EV-0009/0010: frontend-mobile is one cross-platform Expo/React Native codebase producing both the android and ios builds from this same pinned commit (manifests/e01-source-provenance.yaml, 'grouped_surfaces').","Opening omnipizza://checkout?hydrateCart=true&accessToken=<jwt> on the iOS Simulator build navigates directly to Checkout, already authenticated — identical behavior to SUT01-EV-0009 on Android, from the same source.",SOURCE_VERIFIED,,Restates SUT01-EV-0009/0010 for the iOS surface per the shared-codebase fact recorded in manifests/e01-source-provenance.yaml; not independently re-derived from different code.
SUT01-EV-0013,SUT-01,iOS Native,,documentation,https://github.com/gsanchezm/OmniPizza,3cdbe6596a1ab5ef2058ba4259c44da96a0fa03a (release v1.1.8),README.md,README states the iOS build targets the iphonesimulator SDK only and cannot be installed on a physical device without a distribution certificate.,,DOCUMENTED,,"Environment/provenance limitation, not a capability deduction (protocol/capability-rubric-v1.md: local deployability/environment never lowers a score). SIMULATED is a defined controlled environment_type for iOS (protocol/study-design-v1.md section 10.1), so this limitation does not by itself prevent a controlled instance."
SUT01-EV-0014,SUT-01,Performance,3,documentation,https://github.com/gsanchezm/OmniPizza,9ca37674d374e9303912e259641ee86baf3aabe1,README.md,README Test Users table documents performance_glitch_user: 'API delay (~3s)'.,All API calls made as performance_glitch_user are delayed by about 3 seconds.,DOCUMENTED,,Candidate identification only; see SUT01-EV-0015 for exact source-verified figure.
SUT01-EV-0015,SUT-01,Performance,3,source-file,https://github.com/gsanchezm/OmniPizza,9ca37674d374e9303912e259641ee86baf3aabe1,backend/middleware.py,"apply_user_behavior() calls time.sleep(3.0) synchronously before returning the user when behavior == 'performance_glitch'; this dependency gates every endpoint that requires an authenticated user's behavior to be applied (e.g. GET /api/pizzas, POST /api/checkout).","Every request from performance_glitch_user through an endpoint depending on apply_user_behavior is delayed by exactly 3.0 seconds server-side, deterministically, on every call.",SOURCE_VERIFIED,,
SUT01-EV-0016,SUT-01,Performance,3,source-file,https://github.com/gsanchezm/OmniPizza,9ca37674d374e9303912e259641ee86baf3aabe1,backend/routers/debug_chaos.py,"GET /api/debug/latency-spike sleeps a random 0.5-5.0s and reports the exact delay applied; GET /api/debug/cpu-load runs a fixed, expensive recursive fibonacci(35) computation server-side and reports measured duration. Neither endpoint requires authentication.",GET /api/debug/latency-spike returns after a randomized 0.5-5.0s delay with the applied delay_seconds value in the response body; GET /api/debug/cpu-load returns after a fixed heavy computation with duration_seconds in the response body.,SOURCE_VERIFIED,,"latency-spike's delay is randomized within a documented range (stochastic degradation, distinct from performance_glitch_user's deterministic 3.0s in SUT01-EV-0015); cpu-load's workload is fixed/deterministic but wall-clock duration depends on host hardware (time/environment-dependent)."
SUT01-EV-0017,SUT-01,Accessibility — Web only,3,documentation,https://github.com/gsanchezm/OmniPizza,9ca37674d374e9303912e259641ee86baf3aabe1,README.md,README Test Users table documents a11y_glitch_user: 'Random a11y defect per call'.,Catalog and cart show a different accessibility problem on each call.,DOCUMENTED,,Candidate identification only; see SUT01-EV-0018/0019 for source verification of the exact mechanism and its rendered effect.
SUT01-EV-0018,SUT-01,Accessibility — Web only,3,source-file,https://github.com/gsanchezm/OmniPizza,9ca37674d374e9303912e259641ee86baf3aabe1,"backend/database.py (_a11y_glitch_text, get_catalog, get_enriched_cart); backend/constants.py (A11Y_GLITCH_MODES)","When behavior == 'a11y_glitch', GET /api/pizzas and GET /api/cart pick one of exactly 3 documented modes at random per call (missing_name: field becomes ''; wrong_lang: a different language's text is substituted; extreme_text: text is repeated 15x) and apply it to each item's name/description fields server-side.",A given call to GET /api/pizzas as a11y_glitch_user returns every pizza's name/description mutated by exactly one of the three enumerated modes (the same mode for all items in that call).,SOURCE_VERIFIED,,"Mode selection is random per call (random.choice), so the specific mode is not fixed in advance, though the finite set of 3 possible outcomes is fully known/documented in source; recorded under cross-cutting property Determinism as stochastic."
SUT01-EV-0019,SUT-01,Accessibility — Web only,3,source-file,https://github.com/gsanchezm/OmniPizza,9ca37674d374e9303912e259641ee86baf3aabe1,frontend/src/components/ProductCard.jsx,pizza.name is rendered both as the text content of an <h2> heading (data-testid pizza-name-<id>) and as the <img alt={pizza.name}> value for the product image.,"When the backend's missing_name mode (SUT01-EV-0018) is active, the rendered product card's <h2> heading is empty and the product image's alt attribute is an empty string for a non-decorative image — conditions an automated accessibility scanner (e.g. axe-core's 'empty-heading' and 'image-alt' rules) is expected to flag as violations.",SOURCE_VERIFIED,,"The auditor did not run an accessibility scanner against this condition (no EXECUTION_VERIFIED record); this row connects the source-verified backend mechanism (SUT01-EV-0018) to its source-verified rendered effect in the DOM, both read from source at the pinned commit."
SUT01-EV-0020,SUT-01,Visual Testing,3,source-file,https://github.com/gsanchezm/OmniPizza,9ca37674d374e9303912e259641ee86baf3aabe1,"backend/database.py (get_catalog, get_enriched_cart)","When behavior == 'problem', both catalog and cart items are forced to price=0.0 and image='https://broken-image-url.com/404.jpg' deterministically, replacing the normal converted price and product photo.","Every catalog/cart screenshot taken while logged in as problem_user shows $0.00 prices and a broken/placeholder product image on every item, versus standard_user's normal priced, photographed items — a stable, repeatable visual difference a screenshot-diff tool can capture on demand.",SOURCE_VERIFIED,," Tie-break rule applied at the cell level (audit.md section 3, Visual Testing): confirmed_score=2, provisional_score=3 retained as an unresolved candidate, per protocol/capability-rubric-v1.md ""Tie-break rule for undecidable adjacent scores."" Unresolved verification requirement: this record establishes a controlled DATA condition (price/image fields) that happens to render visibly differently, not a mechanism the SUT itself frames as a visual-testing condition as such; confirming Score 3 would need either a mechanism that establishes a specifically visual perturbation (e.g. a controlled layout, contrast, or rendering condition), or an EXECUTION_VERIFIED screenshot-diff run demonstrating this condition produces a stable, tool-detectable visual difference against a baseline."
SUT01-EV-0021,SUT-01,Visual Testing,3,source-file,https://github.com/gsanchezm/OmniPizza,9ca37674d374e9303912e259641ee86baf3aabe1,backend/test_api.py (POST /api/profile docstring; seed_user_profile),"POST /api/profile's own docstring states its purpose: 'seed here to pin a reproducible value before a visual-regression snapshot'; seed_user_profile replaces the profile with default values overlaid by only the supplied fields, so the result depends only on the call, not on prior state.","Seeding the profile via POST /api/profile with a fixed payload, then rendering the Profile screen, is expected to produce a pixel-stable render across repeated seed+snapshot cycles (modulo non-deterministic chrome such as the system clock, if displayed).",SOURCE_VERIFIED,,"The auditor searched frontend/package.json and frontend/cypress for a screenshot-diff/comparison tool (Percy, pixelmatch, cypress-image-snapshot) and found none wired in at this commit; recorded in limitations.md as a tooling gap, not a capability deduction (generic tool presence/absence does not move the rubric score either direction). Same tie-break disposition as SUT01-EV-0020 (Visual Testing: confirmed_score=2, provisional_score=3 unresolved candidate); this record documents stated intent for reproducible snapshots but is not itself a visual-perturbation mechanism or an executed screenshot comparison."
SUT01-EV-0022,SUT-01,Security Testing,3,documentation,https://github.com/gsanchezm/OmniPizza,9ca37674d374e9303912e259641ee86baf3aabe1,README.md,README Test Users table documents security_glitch_user: 'XSS profile + IDOR + leaks'.,"This user exhibits a poisoned profile, an unauthorized-order-access bypass, and checkout errors with leaked internal details.",DOCUMENTED,,Candidate identification only; see SUT01-EV-0023/0024/0025 for source verification of the three distinct mechanisms.
SUT01-EV-0023,SUT-01,Security Testing,3,source-file,https://github.com/gsanchezm/OmniPizza,9ca37674d374e9303912e259641ee86baf3aabe1,"backend/routers/checkout.py (get_order, cancel_order)","Both GET /api/orders/{order_id} and PATCH /api/orders/{order_id} check `order[""username""] != current_user[""username""] and current_user[""behavior""] != ""security_glitch""` before returning 403 — meaning security_glitch_user is explicitly exempted from the ownership check on both endpoints.","Logging in as security_glitch_user and requesting GET or PATCH /api/orders/{order_id} for an order created by a different user returns 200 with that order's data (including PATCH being able to cancel someone else's pending order), instead of the 403 every other authenticated user receives for the same request — a documented, reproducible IDOR (insecure direct object reference) condition.",SOURCE_VERIFIED,,"Unambiguous, deterministic bypass condition; the primary confirming mechanism for this modality's Score 3."
SUT01-EV-0024,SUT-01,Security Testing,3,source-file,https://github.com/gsanchezm/OmniPizza,9ca37674d374e9303912e259641ee86baf3aabe1,"backend/routers/auth.py (login); backend/constants.py (SECURITY_GLITCH_PROFILE_FIELDS, SECURITY_GLITCH_PAYLOADS)","On login, security_glitch_user has one of 3 profile fields (full_name/address/notes) seeded server-side with one of 3 canned script/attribute-injection payloads, unsanitized; GET /api/users/me/profile returns the field verbatim.","GET /api/users/me/profile for a security_glitch_user session returns a profile field containing a raw, unescaped script/event-handler payload string (e.g. '<script>alert(''xss-test'')</script>') — detectable by an API-level security scanner as unsanitized input persistence.",SOURCE_VERIFIED,,"The auditor searched frontend/src for dangerouslySetInnerHTML and found none; the web client renders profile fields as literal React JSX text, which React escapes by default. This condition was NOT verified to execute as a working client-side XSS in the web UI as currently rendered — it is SOURCE_VERIFIED only as an API-level unsanitized-persistence condition. Does not by itself change the cell's confirmed_score: SUT01-EV-0023 (IDOR) already independently confirms Score 3 for this modality."
SUT01-EV-0025,SUT-01,Security Testing,3,source-file,https://github.com/gsanchezm/OmniPizza,9ca37674d374e9303912e259641ee86baf3aabe1,backend/routers/checkout.py (checkout); backend/database.py (should_trigger_error); backend/constants.py (SECURITY_GLITCH_LEAK_MESSAGES),"should_trigger_error() returns True with probability 0.5 for behavior in ('error','security_glitch'); for security_glitch, the checkout endpoint then raises HTTP 500 with one of 3 canned messages that leak implementation details (a stack trace, a DB host+credentials-adjacent string, and a missing-secret-file path).",Roughly half of POST /api/checkout calls made as security_glitch_user return HTTP 500 with one of the three enumerated leak-style messages instead of a generic error.,SOURCE_VERIFIED,,"Trigger rate is probabilistic (~50%), not a fixed single outcome per call; the full set of 3 possible leaked messages is enumerated in source."
SUT01-EV-0026,SUT-01,Localization / i18n,3,documentation,https://github.com/gsanchezm/OmniPizza,9ca37674d374e9303912e259641ee86baf3aabe1,README.md,"README documents 5 markets (MX/US/CH/JP/SA) with distinct currency/required fields/tax/tip-field, and 'Language behavior': app starts in English, market selected at login sets default UI language (MX->es, US->en, CH->de with toggle to fr, JP->ja, SA->ar RTL); market no longer changeable after login.","Selecting a market at login sets currency, required checkout fields, tax rate, and default UI language accordingly.",DOCUMENTED,,Candidate identification only; see SUT01-EV-0027/0028 for source verification.
SUT01-EV-0027,SUT-01,Localization / i18n,3,source-file,https://github.com/gsanchezm/OmniPizza,9ca37674d374e9303912e259641ee86baf3aabe1,"backend/constants.py (COUNTRY_CONFIG); backend/database.py (_resolve_language, _translate_field, _DEFAULT_LANG_BY_COUNTRY, get_catalog)",COUNTRY_CONFIG fixes currency/required_fields/tip_field/tax_rate/languages per market; _resolve_language defaults to the market's language unless an explicit X-Language header overrides it; every catalog item's name/description is stored as a 6-language dict (en/es/de/fr/ja/ar) and translated per request via _translate_field.,GET /api/pizzas with X-Country-Code=JP and no X-Language header returns every pizza's name/description in Japanese and prices in JPY with 0 decimal places; the same request with X-Country-Code=CH and X-Language=fr returns French text instead of CH's own default (German).,SOURCE_VERIFIED,,
SUT01-EV-0028,SUT-01,Localization / i18n,3,source-file,https://github.com/gsanchezm/OmniPizza,3cdbe6596a1ab5ef2058ba4259c44da96a0fa03a (release v1.1.8),frontend-mobile/src/screens/LoginScreen.tsx (MARKETS selector); frontend-mobile/src/hooks/useDeepLinkParams.ts (market/lang params),"Mobile LoginScreen exposes an explicit market selector (US/MX/CH/JP/SA) with testID btn-market-<code>, calling selectMarket() on submit; deep links additionally accept market/lang query params applied before the target screen renders (SUT01-EV-0010).","Selecting SA on the mobile login screen, or opening omnipizza://catalog?market=SA, deterministically sets the app's country/language state to the SA market's default language (Arabic) before the Catalog screen renders.",SOURCE_VERIFIED,,"Confirms market/locale-selection parity between web (frontend/src/pages/Login.jsx, role=""group"" aria-label=""Select market"", data-testid market-<code>, same commit as SUT01-EV-0026/0027) and mobile at their respective pinned commits."
SUT01-EV-0029,SUT-01,API,,source-file,https://github.com/gsanchezm/OmniPizza,9ca37674d374e9303912e259641ee86baf3aabe1,"backend/main.py (GET /health); backend/routers/debug_chaos.py (GET /api/debug/info, GET /api/debug/metrics); backend/routers/meta.py (GET /api/version); FastAPI app config (docs_url/redoc_url/openapi_url)","Health check, debug/info (app name/version/environment/order count/test users/supported countries), build/version provenance (git_commit, started_at), and Prometheus-format metrics endpoints, plus full Swagger UI, ReDoc, and raw OpenAPI JSON for every route.",,SOURCE_VERIFIED,,"Cross-cutting evidence for Observability (audit.md section 4); not a standalone score-3 claim by itself, provisional_score left blank. Not counted in the API modality's evidence_record_count in audit.md section 3 (cross-cutting only)."
SUT01-EV-0030,SUT-01,Android Native,,source-file,https://github.com/gsanchezm/OmniPizza,3cdbe6596a1ab5ef2058ba4259c44da96a0fa03a (release v1.1.8),frontend-mobile/src/services/cart.service.ts (getCart); frontend-mobile/src/screens/CheckoutScreen.tsx,"CheckoutScreen calls cartService.getCart() -> GET /api/cart on mount when the local cart is empty (its own comment: 'e.g. E2E test injected state via POST /api/cart and then navigated directly to /checkout'), mirroring the web client's hydration (SUT01-EV-0004).","Cart items seeded via POST /api/cart by an external API call appear in the mobile Checkout screen after navigating there, without replaying the catalog-to-cart UI flow on mobile.",SOURCE_VERIFIED,,Cross-cutting evidence for Cross-layer State Continuity (API -> Android/iOS) and Cross-platform Scenario Parity (audit.md section 4); provisional_score left blank as it restates the state-control mechanism already scored under SUT01-EV-0009/0012. Not counted in the Android Native modality's evidence_record_count in audit.md section 3 (cross-cutting only).
