evidence_id,ecosystem_id,modality,provisional_score,evidence_type,repository,commit_sha_or_release,file_path_or_endpoint,mechanism,expected_behavior,evidence_status,structural_scope_note,notes
SUT04-EV-0011,SUT-04,Android Native,,other,https://github.com/mwinteringham/restful-booker-platform,d36bd3f8647a091d406e53bad463c5e3e5d2ece1,(repository root tree at pinned commit),"Searched the full pinned-commit repository tree for build.gradle, build.gradle.kts, AndroidManifest.xml, and any android/ module directory; none found. docker-compose.yml (repository root) defines exactly seven services: rbp-booking, rbp-room, rbp-branding, rbp-assets, rbp-auth, rbp-report, rbp-message; no android/mobile service is defined","An Android application module, Gradle build file, or manifest would be present in the repository tree if an Android surface existed",SOURCE_VERIFIED,NO_MOBILE_SURFACE,
SUT04-EV-0012,SUT-04,Android Native,,documentation,https://github.com/mwinteringham/restful-booker-platform,d36bd3f8647a091d406e53bad463c5e3e5d2ece1,README.md;auth/README.md;booking/README.md;room/README.md;message/README.md;branding/README.md;report/README.md;assets/README.md,"Root and per-service README documentation describes only Java/Maven API service builds and a Next.js web asset build; no Android build, run, or distribution instructions appear anywhere in the repository's documentation","n/a (negative evidence)",DOCUMENTED,NO_MOBILE_SURFACE,
SUT04-EV-0013,SUT-04,iOS Native,,other,https://github.com/mwinteringham/restful-booker-platform,d36bd3f8647a091d406e53bad463c5e3e5d2ece1,(repository root tree at pinned commit),"Searched the full pinned-commit repository tree for *.xcodeproj, *.xcworkspace, and Podfile; none found","An Xcode project, workspace, or CocoaPods file would be present in the repository tree if an iOS surface existed",SOURCE_VERIFIED,NO_MOBILE_SURFACE,
SUT04-EV-0014,SUT-04,iOS Native,,documentation,https://github.com/mwinteringham/restful-booker-platform,d36bd3f8647a091d406e53bad463c5e3e5d2ece1,README.md;auth/README.md;booking/README.md;room/README.md;message/README.md;branding/README.md;report/README.md;assets/README.md,"No iOS build, run, or distribution instructions or artifacts are documented anywhere in the repository","n/a (negative evidence)",DOCUMENTED,NO_MOBILE_SURFACE,
SUT04-EV-0015,SUT-04,Performance,1,documentation,https://github.com/mwinteringham/restful-booker-platform,d36bd3f8647a091d406e53bad463c5e3e5d2ece1,auth/README.md;auth/src/main/resources/application.properties;booking/src/main/resources/application.properties;room/src/main/resources/application.properties;message/src/main/resources/application.properties;branding/src/main/resources/application.properties;report/src/main/resources/application.properties,"management.endpoints.web.exposure.include=health,logfile is configured and documented per service; .utilities/monitor/local_monitor.js and prod_monitor.js poll each service's /actuator/health endpoint for basic up/down liveness","GET /{service}/actuator/health returns HTTP 200 with a health payload when the service is up",DOCUMENTED,,
SUT04-EV-0016,SUT-04,Performance,2,source-file,https://github.com/mwinteringham/restful-booker-platform,d36bd3f8647a091d406e53bad463c5e3e5d2ece1,booking/src/main/resources/seed.sql;booking/src/main/resources/application.properties;booking/src/main/java/com/automationintesting/service/DatabaseScheduler.java,"Each service exposes a stable, documented REST surface (SUT04-EV-0005, SUT04-EV-0006) backed by a small, fixed, deterministically re-establishable seed dataset (SUT04-EV-0007; DatabaseScheduler/resetDB), giving a known, repeatable data volume and response shape across runs","Repeated measurement runs against the same seeded/reset state observe the same request/response shapes and payload sizes on each run, making repeated latency/throughput measurements comparable to one another, though no performance-specific threshold or degradation condition is defined by the SUT itself",SOURCE_VERIFIED,,
SUT04-EV-0017,SUT-04,Performance,,other,https://github.com/mwinteringham/restful-booker-platform,d36bd3f8647a091d406e53bad463c5e3e5d2ece1,(repository tree at pinned commit),"Searched the repository for k6, Gatling, JMeter, Locust or any other load/performance-test script, and for any documented performance threshold or controlled-degradation condition; none found beyond the basic HTTP liveness polling described in SUT04-EV-0015","n/a (negative evidence against a Score 3 performance mechanism)",SOURCE_VERIFIED,,
SUT04-EV-0018,SUT-04,Accessibility — Web only,2,source-file,https://github.com/mwinteringham/restful-booker-platform,d36bd3f8647a091d406e53bad463c5e3e5d2ece1,assets/src/components/reservation/BookingForm.tsx;assets/src/components/admin/Login.tsx,"Reservation form inputs (firstname/lastname/email/phone) carry aria-label attributes; the loading spinner carries role=status and the error banner carries role=alert; the admin Login.tsx form associates username/password inputs with label htmlFor elements","An automated accessibility scanner (e.g. axe-core) evaluating the reservation and admin-login pages finds labeled form controls and correctly-roled live regions consistently applied",SOURCE_VERIFIED,,
SUT04-EV-0019,SUT-04,Accessibility — Web only,,other,https://github.com/mwinteringham/restful-booker-platform,d36bd3f8647a091d406e53bad463c5e3e5d2ece1,assets/package.json;(repository tree at pinned commit),"Searched assets/package.json dependencies/devDependencies and the repository documentation and source for an axe-core integration, an accessibility test fixture, or any documented/known accessibility violation used as a controlled condition; none found","n/a (negative evidence against a Score 3 accessibility mechanism)",SOURCE_VERIFIED,,
SUT04-EV-0020,SUT-04,Visual Testing,1,test-data,https://github.com/mwinteringham/restful-booker-platform,d36bd3f8647a091d406e53bad463c5e3e5d2ece1,assets/src/__tests__/__snapshots__/;assets/package.json,"Jest snapshot tests (ts-jest, jest-environment-jsdom) exist and produce serialized DOM/markup text snapshots (.snap files), not pixel-level screenshot images; no percy, applitools, pixelmatch, or comparable visual-diff dependency is present in assets/package.json","n/a — this record documents what exists at the pinned commit to prevent DOM/markup snapshot testing from being misclassified as a visual-testing ground-truth mechanism",SOURCE_VERIFIED,,
SUT04-EV-0021,SUT-04,Visual Testing,,other,https://github.com/mwinteringham/restful-booker-platform,d36bd3f8647a091d406e53bad463c5e3e5d2ece1,assets/package.json;(repository tree at pinned commit),"Searched assets/package.json and the repository for Percy, Applitools, Pixelmatch/screenshot-diff configuration, or any documented visual-regression baseline image or perturbation condition; none found","n/a (negative evidence against a Score 3 visual-testing mechanism)",SOURCE_VERIFIED,,
SUT04-EV-0022,SUT-04,Security Testing,2,source-file,https://github.com/mwinteringham/restful-booker-platform,d36bd3f8647a091d406e53bad463c5e3e5d2ece1,auth/src/main/java/com/automationintesting/api/AuthController.java;booking/src/main/java/com/automationintesting/service/BookingService.java,"Cookie-token authorization boundary: read (GET, except the public /unavailable and /summary paths), update and delete endpoints on booking/room/message/branding require a valid token obtained from the deterministic seeded admin/password account (SUT04-EV-0003, SUT04-EV-0008); booking creation (POST /booking) is intentionally unauthenticated by design (no token parameter in BookingController.createBooking / BookingService.createBooking)","A request carrying a valid token returns its normal success status; the same request with a missing or invalid token on a protected endpoint returns 403 FORBIDDEN, deterministically and repeatably",SOURCE_VERIFIED,,
SUT04-EV-0023,SUT-04,Security Testing,,source-file,https://github.com/mwinteringham/restful-booker-platform,d36bd3f8647a091d406e53bad463c5e3e5d2ece1,auth/src/main/java/com/automationintesting/db/AuthDB.java;booking/src/main/java/com/automationintesting/db/BookingDB.java;room/src/main/java/com/automationintesting/db/RoomDB.java;message/src/main/java/com/automationintesting/db/MessageDB.java;branding/src/main/java/com/automationintesting/db/BrandingDB.java,"Searched all six services' database-access classes for SQL built by string concatenation; every query observed uses PreparedStatement parameter binding (?) (for example AuthDB's SELECT_BY_CREDENTIALS); none found","n/a (negative evidence against a source-verified SQL-injection condition)",SOURCE_VERIFIED,,
SUT04-EV-0024,SUT-04,Security Testing,3,source-file,https://github.com/mwinteringham/restful-booker-platform,d36bd3f8647a091d406e53bad463c5e3e5d2ece1,auth/src/main/java/com/automationintesting/db/AuthDB.java;auth/src/main/resources/seed.sql;auth/pom.xml,"ACCOUNTS.password is stored and compared as plaintext: seed.sql inserts the literal value password, and queryCredentials's SELECT_BY_CREDENTIALS matches the submitted password against that column verbatim; auth/pom.xml declares no password-hashing dependency (no Spring Security crypto / BCrypt or equivalent)","Direct inspection of the ACCOUNTS table (for example via dbServer=true H2 TCP access, or by reading this source) returns the seeded account's password field as the verbatim plaintext credential, not a hash",SOURCE_VERIFIED,,"Candidate Score 3 'known vulnerable ... condition' under the Ground Truth Rule's own example (protocol/study-design-v1.md, section 8: known vulnerable authorization condition -> security verification -> detected / not detected). Whether an undocumented, non-pedagogical implementation characteristic satisfies capability-rubric-v1.md Decision procedure step 3's 'known experimental condition' the same way a documented/designed mechanism would is a genuine interpretive question this auditor does not resolve; see unresolved.md SUT-04-U01. Tie-break rule applied per capability-rubric-v1.md 'Relation to Score 3 confirmation': confirmed_score capped at 2, confirmation_state left null (the doubt concerns whether the mechanism/outcome meets the rubric's Score 3 criteria at all, not the evidence status)."
SUT04-EV-0025,SUT-04,Localization / i18n,,source-file,https://github.com/mwinteringham/restful-booker-platform,d36bd3f8647a091d406e53bad463c5e3e5d2ece1,assets/src/components/home/Availability.tsx;assets/src/components/admin/BookingListing.tsx;assets/package.json,"The only locale-related code in the repository registers and fixes react-datepicker to a single locale (registerLocale('en-GB', enGB); setDefaultLocale('en-GB')) for date formatting; assets/package.json contains no i18n/translation library (e.g. next-i18next, react-intl, i18next); no language/market selector component, translation catalog, or locale-switching route exists anywhere in assets/src","n/a (negative evidence: no locale-selection surface to establish or observe an expected locale-dependent outcome from)",SOURCE_VERIFIED,"OTHER_STRUCTURAL_REASON: the evaluated version fixes a single hardcoded date-format locale (en-GB) with no locale-selection, translation, or market-switching surface; there is no reasonable surface for this modality (capability-rubric-v1.md, Decision procedure, step 1)",
SUT04-EV-0026,SUT-04,Localization / i18n,,documentation,https://github.com/mwinteringham/restful-booker-platform,d36bd3f8647a091d406e53bad463c5e3e5d2ece1,README.md;assets/README.md,"No documentation anywhere in the repository describes locale, market, or language selection as a feature of the platform","n/a (negative evidence)",DOCUMENTED,OTHER_STRUCTURAL_REASON: no locale-selection surface documented,
SUT04-EV-0027,SUT-04,API,,source-file,https://github.com/mwinteringham/restful-booker-platform,d36bd3f8647a091d406e53bad463c5e3e5d2ece1,auth/src/main/java/com/automationintesting/service/DatabaseScheduler.java;booking/src/main/java/com/automationintesting/service/DatabaseScheduler.java;room/src/main/java/com/automationintesting/service/DatabaseScheduler.java;message/src/main/java/com/automationintesting/service/DatabaseScheduler.java;branding/src/main/java/com/automationintesting/service/DatabaseScheduler.java,"Each of auth, booking, room, message and branding runs an optional scheduled full reset (resetDB(), which deletes that service's own mutable rows and re-executes seed.sql) on a fixed period set via the dbRefresh environment variable, interpreted in minutes; disabled by default (resetCount=0) when dbRefresh is unset or 0. resetDB() is not exposed as an HTTP route in any Controller.java; it is reachable only through this scheduler or through each service's own unit tests. report has no DatabaseScheduler (read-only aggregation service)","With dbRefresh=N set on a service's environment, that service's table(s) are wiped and reseeded to the fixed seed.sql state every N minutes; auth's reset also deletes all issued TOKENS, invalidating every active session",SOURCE_VERIFIED,,Supports audit.md section 4 Resetability and Determinism (time-dependent behavior) descriptions.
SUT04-EV-0028,SUT-04,Web UI Functional,,source-file,https://github.com/mwinteringham/restful-booker-platform,d36bd3f8647a091d406e53bad463c5e3e5d2ece1,assets/Dockerfile;assets/src/app/api/booking/route.ts;assets/src/app/api/room/route.ts;assets/src/app/api/auth/login/route.ts;assets/src/app/api/message/route.ts;assets/src/app/api/branding/route.ts,"The web asset service's own server-side Next.js route handlers under src/app/api/* proxy directly to the same backend services (BOOKING_API=http://rbp-booking:3000, ROOM_API=http://rbp-room:3001, BRANDING_API=http://rbp-branding:3002, AUTH_API=http://rbp-auth:3004, MESSAGE_API=http://rbp-message:3006, REPORT_API=http://rbp-report:3005, set as Docker-network environment variables in assets/Dockerfile) that the API modality (SUT04-EV-0006) exercises directly","A booking/room/message/branding record created through a direct API call (API modality) is visible through the Web UI, which reads it via the same backend service and the same database; a record created through the Web UI is visible via a direct API call to the same service, because both paths reach the identical backend service and data store",SOURCE_VERIFIED,,Supports audit.md section 4 Cross-layer State Continuity.
SUT04-EV-0029,SUT-04,API,,configuration,https://github.com/mwinteringham/restful-booker-platform,d36bd3f8647a091d406e53bad463c5e3e5d2ece1,.utilities/mocking/README.md;.utilities/mocking/mappings/branding.json;.utilities/mocking/mappings/count.json;.utilities/mocking/mappings/message.json;.utilities/mocking/mappings/messages.json;.utilities/mocking/mappings/report.json;.utilities/mocking/mappings/validate.json,"A WireMock standalone JAR and six pre-built JSON stub mappings are shipped in-repo under .utilities/mocking/, documented as a means to virtualize dependent-service HTTP responses","Starting the shipped WireMock instance with these mapping files causes it to return the mapped, deterministic HTTP responses for the mapped requests, substituting a controlled double for a live dependent service",SOURCE_VERIFIED,,"Supports audit.md section 4 Determinism (external dependency behavior, mitigation)."
SUT04-EV-0030,SUT-04,API,,documentation,https://github.com/mwinteringham/restful-booker-platform,d36bd3f8647a091d406e53bad463c5e3e5d2ece1,booking/README.md;room/README.md;message/README.md;branding/README.md;report/README.md,"'Running the API' instructions in five of the six service READMEs (all but auth) name the built artifact as target/restful-booker-platform-{service}-1.0-SNAPSHOT.jar","n/a (documentation claim; see SUT04-EV-0031 for the contradicting implementation observation)",DOCUMENTED,,contradicts=SUT04-EV-0031; see audit.md section 5
SUT04-EV-0031,SUT-04,API,,source-file,https://github.com/mwinteringham/restful-booker-platform,d36bd3f8647a091d406e53bad463c5e3e5d2ece1,pom.xml;booking/pom.xml;room/pom.xml;message/pom.xml;branding/pom.xml;report/pom.xml,"The root aggregator POM and all six service POMs declare version 2.2.${revision} with revision=SNAPSHOT, so the actual Maven-built artifact at the pinned commit is named restful-booker-platform-{service}-2.2.SNAPSHOT.jar, not ...-1.0-SNAPSHOT.jar","n/a (implementation observation contradicting SUT04-EV-0030's documented jar name)",SOURCE_VERIFIED,,contradicts=SUT04-EV-0030; see audit.md section 5
