evidence_id,ecosystem_id,modality,provisional_score,evidence_type,repository,commit_sha_or_release,file_path_or_endpoint,mechanism,expected_behavior,evidence_status,structural_scope_note,notes
SUT02-EV-0011,SUT-02,Performance,3,source-file,https://github.com/saucelabs/sample-app-web,60fdd634bb111c092282fa07977513a0a7765593,src/pages/Inventory.jsx,startPerformanceGlitch(duration) runs a synchronous busy-wait loop; Inventory.jsx calls it with a fixed 5000 ms duration whenever isPerformanceGlitchUser() is true (i.e. logged in as performance_glitch_user).,"Loading /inventory.html as performance_glitch_user blocks the main thread for a fixed, reproducible 5000 ms before the page becomes interactive; loading the same page as any other listed user has no added delay.",SOURCE_VERIFIED,,
SUT02-EV-0012,SUT-02,Performance,,source-file,https://github.com/saucelabs/my-demo-app-android,36b012eecdf6a2b488b9504e16b3d0c3ca9a0e7b,app/src/main/java/com/saucelabs/mydemoapp/android/DeviceVitalsDemo.java; .../MyApplication.java,"MyApplication.onCreate unconditionally starts DeviceVitalsDemo.kickstart(), which runs an unconditional 'memorySawtooth' TimerTask (allocate 1 MB every 500 ms up to 32 MB, then release) on every app launch, with no username, flag, or menu action gating it on or off.",,SOURCE_VERIFIED,,"Not used to support a Performance score: the rubric's Score 3 examples require a mechanism the experimenter can establish/activate/configure, and this pattern is always-on ambient behavior with no activation control. Recorded as a Determinism (time-dependent/ambient) finding and as a documented confound for any future performance measurement on the android surface (relevant to E08)."
SUT02-EV-0013,SUT-02,Accessibility — Web only,2,source-file,https://github.com/saucelabs/sample-app-web,60fdd634bb111c092282fa07977513a0a7765593,src/utils/InventoryData.js; src/utils/Credentials.js; src/components/DrawerMenu.jsx,"Fixed, non-randomized product catalog (InventoryData.js) combined with the deterministic test accounts (SUT02-EV-0001) and the Reset App State mechanism (SUT02-EV-0002) together give a real DOM with ARIA labels/alt text (Login.jsx, InventoryListItem.jsx, DrawerMenu.jsx) that a scanner can exercise from an identical starting point on every run.","An accessibility scan of the login, inventory, cart, and checkout screens starting from a freshly reset session encounters the same markup and content on every repetition.",SOURCE_VERIFIED,,"Score 2, not 3: no username, route, or menu action was found that establishes a documented, known accessibility violation with a defined expected outcome (see SUT02-EV-0014, negative evidence)."
SUT02-EV-0014,SUT-02,Accessibility — Web only,,source-file,https://github.com/saucelabs/sample-app-web,60fdd634bb111c092282fa07977513a0a7765593,src/ (all components and pages),"Searched web src/ for a documented or implemented intentional accessibility fault (an axe-core/a11y-testing dependency, an 'a11y_user'-style flag, or a component deliberately built to fail a known WCAG rule beyond incidental aria/alt usage).",,SOURCE_VERIFIED,,Negative evidence: no such mechanism found; devDependencies contain no accessibility-testing library.
SUT02-EV-0015,SUT-02,Visual Testing,3,source-file,https://github.com/saucelabs/sample-app-web,60fdd634bb111c092282fa07977513a0a7765593,src/components/HeaderContainer.jsx; src/pages/Cart.jsx; src/components/DrawerMenu.jsx; src/pages/Inventory.jsx; src/utils/Credentials.js,"isVisualUser() (true only for the fixed account visual_user, SUT02-EV-0001) adds the CSS class 'visual_failure' / 'btn_visual_failure' to the cart icon container, the checkout button, and the drawer menu icons.","Logging in as visual_user renders the shopping-cart icon, drawer-menu icons, and checkout button with the visual_failure/btn_visual_failure class applied (a defined, reproducible layout/style perturbation); any other listed username never receives the class.",SOURCE_VERIFIED,,"Inventory.jsx additionally replaces each catalog item's displayed price with randomPrice() (Math.random()) when isVisualFailure is true; that portion is stochastic (cross-cutting Determinism, same pattern as android SUT02-EV-0016 and ios SUT02-EV-0017) and is excluded from this record's expected_behavior."
SUT02-EV-0016,SUT-02,Visual Testing,3,source-file,https://github.com/saucelabs/my-demo-app-android,36b012eecdf6a2b488b9504e16b3d0c3ca9a0e7b,app/src/main/java/com/saucelabs/mydemoapp/android/viewModel/ProductCatalogViewModel.java,"SingletonClass.hasVisualChanges (set true only for the fixed account visual@example.com, SUT02-EV-0007's login path) makes ProductCatalogViewModel.generateVisualChanges() replace the catalog's first two product images with the Onesie image.","Logging in as visual@example.com and opening the product catalog shows the first two catalog entries rendered with the Onesie product image instead of their own image, on every run.",SOURCE_VERIFIED,,"generateVisualChanges() also randomizes each product's displayed price (random.nextDouble()); that part is stochastic (cross-cutting Determinism), not part of this record's expected_behavior, per cross-cutting-properties-v1.md ('statistically reproducible randomness is not treated as deterministic')."
SUT02-EV-0017,SUT-02,Visual Testing,3,source-file,https://github.com/saucelabs/my-demo-app-ios,031358f56903742103a02d086f8af76735bb31a7,My Demo App/Controllers/CatalogViewController.swift,"CatalogViewController.cellForItemAt branches on Engine.sharedInstance.userName == ""visual@example.com"": for two named products (imageName BagBlack Image / BagGreen Image) it substitutes the ShirtRedOnesie Image; independently, it also replaces the displayed price with Double.random(in: 1...99).","Logging in as visual@example.com and opening the product catalog shows the two named products (BagBlack Image, BagGreen Image) rendered with the Onesie product image instead of their own image, on every run; a standard login (e.g. bob@example.com) never receives the substitution.",SOURCE_VERIFIED,,"The same branch also replaces the displayed price with Double.random(in: 1...99) (line 189); that portion is stochastic (cross-cutting Determinism, same pattern as android SUT02-EV-0016 and web SUT02-EV-0015) and is deliberately excluded from this record's expected_behavior."
SUT02-EV-0018,SUT-02,Security Testing,2,source-file,https://github.com/saucelabs/sample-app-web; https://github.com/saucelabs/my-demo-app-android; https://github.com/saucelabs/my-demo-app-ios,60fdd634bb111c092282fa07977513a0a7765593; 36b012eecdf6a2b488b9504e16b3d0c3ca9a0e7b; 031358f56903742103a02d086f8af76735bb31a7,"src/pages/CheckOutStepOne.jsx, CheckOutStepTwo.jsx (web); CheckoutInfoFragment.java, CheckoutFragment.java (android); PaymentMethodViewController.swift, ShippingAddressViewController.swift (ios)","All three surfaces ship a real, multi-step checkout flow that collects name/address and payment-card-shaped fields, reachable deterministically from the same fixed test accounts and resettable via SUT02-EV-0002/0008/0009.","A security scan or manual probe of the checkout/payment forms starts from an identical, reproducible state on every run (fixed account, freshly reset cart/session).",SOURCE_VERIFIED,,"Score 2, not 3: no documented intentional vulnerability was found (see SUT02-EV-0019); the finding is a stable, meaningful scenario, not a known vulnerable condition with a defined expected outcome."
SUT02-EV-0019,SUT-02,Security Testing,,source-file,https://github.com/saucelabs/sample-app-web; https://github.com/saucelabs/my-demo-app-android; https://github.com/saucelabs/my-demo-app-ios,60fdd634bb111c092282fa07977513a0a7765593; 36b012eecdf6a2b488b9504e16b3d0c3ca9a0e7b; 031358f56903742103a02d086f8af76735bb31a7,web src/; android app/src/main/java/; ios My Demo App/,"Searched all three trees for markers of a documented intentional vulnerability (XSS, SQL injection, CVE reference, 'vulnerab', 'insecure', hardcoded secret used for auth, cleartext-traffic network security config).",,SOURCE_VERIFIED,,Negative evidence: none found. android AndroidManifest.xml declares no network_security_config / cleartextTrafficPermitted override.
SUT02-EV-0020,SUT-02,Localization / i18n,3,source-file,https://github.com/saucelabs/my-demo-app-ios,031358f56903742103a02d086f8af76735bb31a7,My Demo App/en.lproj/Localizable.strings; My Demo App/de.lproj/Localizable.strings; MyDemoAppUITests/Tests/LocalizationTest.swift,"The pinned ios app ships real English and German product-copy translations (en.lproj/de.lproj, 42 keys each, substantive translated text, not stub placeholders) selectable via the standard XCUITest launch-argument mechanism (-AppleLanguages/-AppleLocale); the pinned repository's own MyDemoAppUITests target contains LocalizationTest.testLocalization(), which launches the app once with (en, en_US) and once with (de, de_DE) and asserts specific localized product-name strings.","Launching the app with -AppleLanguages (en) -AppleLocale en_US shows the product named 'Sauce Labs Backpack - Black'; relaunching with -AppleLanguages (de) -AppleLocale de_DE shows the same product named 'Sauce Labs Rucksack - Black' (LocalizationTest.swift, lines 25 and 47).",SOURCE_VERIFIED,,"Ground truth for this record is the pinned repository's own test code (an 'equivalent artifact of the evaluated version', protocol/capability-rubric-v1.md 'Ground truth linkage'), not an auditor execution; confirmation_state = CONFIRMED per protocol/capability-rubric-v1.md 'Score 3 confirmation' (SOURCE_VERIFIED, not DOCUMENTED-only)."
SUT02-EV-0021,SUT-02,Localization / i18n,,source-file,https://github.com/saucelabs/my-demo-app-android; https://github.com/saucelabs/sample-app-web,36b012eecdf6a2b488b9504e16b3d0c3ca9a0e7b; 60fdd634bb111c092282fa07977513a0a7765593,"android app/src/main/res/ (values/ only, no values-*/ variants); web src/ (no i18n library or locale resources)",Searched android resources for any values-<locale>/ directory and web src/ for an i18n library or locale resource bundle.,,SOURCE_VERIFIED,,"Negative evidence: android ships only the base res/values/ (no locale-variant resource directories); web has no i18n dependency or resource bundle. Localization / i18n capability at Score 3 rests on the ios surface only (SUT02-EV-0020); relevant to Cross-platform Scenario Parity (absent on android and web, present on ios)."
